subject_id	model	modality	predicted_age	baracus_version
sub-meditation5169_ses-M2	Liem2016__OCI_norm	aseg	70.02614394903729	v1.1.2
sub-meditation5169_ses-M2	Liem2016__OCI_norm	area	53.0887162780623	v1.1.2
sub-meditation5169_ses-M2	Liem2016__OCI_norm	thickness	70.97696273167072	v1.1.2
sub-meditation5169_ses-M2	Liem2016__OCI_norm	stacked-anatomy	69.29743256559419	v1.1.2
